,Client_ID,Risk_Tolerance,Bond_1_Price,Bond_2_Price,Bond_3_Price,Bond_1_Yield,Bond_2_Yield,Bond_3_Yield,Bond_1_Historical_Return,Bond_2_Historical_Return,Bond_3_Historical_Return,Bond_1_Duration,Bond_2_Duration,Bond_3_Duration,Bond_1_Credit_Rating,Bond_2_Credit_Rating,Bond_3_Credit_Rating,Inflation_Rate,Interest_Rate,Market_Condition,Timestamp
26,1,Medium,103.88251618110313,97.57284958321783,98.3609244345398,0.02607736267536597,0.014670687886673304,0.04258867058746827,0.03718306568983942,0.004307770611037751,-0.012368737307989763,6.579416553129135,6.772445332825217,6.696945364908133,AA,A,AA,3.3074343354635127,3.2427598284935897,Bull,2023-01-27
27,1,Low,91.15425550486275,93.17279681531933,98.63624675737913,0.016548584433968748,0.011710880252897678,0.035384512040086843,0.01891530811860367,0.004677869132429978,-0.01532930626696274,5.950993949035123,3.6223886995998975,3.9854360372854116,AA,A,A,2.1076487894363494,3.0367801937715013,Bear,2023-01-28
28,1,Medium,108.90207955654499,92.34410441209513,90.48522583169937,0.013859411542718952,0.023878213338387244,0.03329673568585394,0.03784307834858451,0.03595223485596706,0.04312360015077889,3.71248080916227,4.767568894136565,5.79016677609169,AAA,AA,A,2.594714654980183,2.3240788663177674,Bear,2023-01-29
29,1,Medium,102.38289949020428,90.62412852643098,95.05866228739995,0.03612216439166534,0.02151304094159188,0.03455061603252256,0.017395308617637554,0.025813199977852006,0.038041056183873045,4.715151406701823,3.5509117828733086,6.666244394753901,AAA,AAA,A,3.880166848076568,2.9655138367448126,Bull,2023-01-30
30,1,Medium,99.63139030935059,92.24636012833271,93.04725685576652,0.010184551890313025,0.037680910359795074,0.04941150500148475,0.03637856020876552,-0.007330051609355731,-0.002843740764689552,6.216864089043423,5.903327724142439,4.0239253365733125,BBB,AAA,AA,2.8175364371865133,3.0194412914493296,Bear,2023-01-31
31,1,High,106.2379762881611,101.86463618508796,101.01955575092626,0.04986208474468094,0.0349455403995678,0.03998471284599828,0.0469839142850402,-0.01398161960403531,0.03901638653514598,4.572001565679532,5.128586481233672,6.9948212870378565,AAA,BBB,A,3.451730344019288,2.1194461972605882,Bear,2023-02-01
32,1,Medium,107.02257524005898,101.88315119331158,108.57685408166823,0.013623703092685494,0.023670158672084052,0.02361729130394142,0.03659860796376625,-0.005882428213224145,0.023556729147575787,4.884959087768812,3.1938530928028284,5.924793783282789,A,A,A,2.50473190181197,1.7240513520006469,Bear,2023-02-02
33,1,Low,92.94455413685708,104.60572638992865,101.66865128766545,0.033512653610712,0.021405909506915406,0.030487742682234704,0.004198436607305768,0.04935771302251568,0.007245434771176874,6.178685502445191,5.972536470373738,4.54439958715397,BBB,BBB,BBB,3.8905359482618804,2.3442468357061363,Bull,2023-02-03
34,1,High,95.94031632432734,107.53717266909266,97.99187657435633,0.03528164522462333,0.0350552783946303,0.04002399735086231,-0.008514318623591347,-0.006646876884427251,0.03974654451049922,3.2320643412655725,5.676423588152348,5.517215762054898,AA,AAA,AAA,3.7241852444398926,2.2940551278214647,Bear,2023-02-04
35,1,Medium,100.64477661083068,101.65618309035725,108.96557524225187,0.04666436172438467,0.029379749464049906,0.04272405009326865,0.03366148413893137,0.016857425153466738,0.0017589227310960236,6.1354799682927705,4.460898137873482,6.266133223122934,BBB,BBB,AAA,2.2369326268828704,3.4041393999767875,Bear,2023-02-05
36,1,High,95.96141707729541,93.43584847632441,90.90512160711283,0.03567659712547796,0.013258052020598664,0.04070148235136218,0.037524555579448685,-0.002834473914752552,-0.017466864803539553,3.3317339397510612,5.808454714051045,4.074792202441252,BBB,A,A,2.424840302291119,2.447384858825332,Bull,2023-02-06
37,1,High,97.79824257086013,92.56218017770128,96.70138483601339,0.04253475403097095,0.03822377142045914,0.037760590044935184,0.01755013950964118,0.00455371914853955,-0.007960226868610056,5.645314842108362,5.541322503811648,4.668672438668306,BBB,A,AAA,2.777018309677991,1.5087174999431394,Bull,2023-02-07
38,1,Medium,101.1043349096894,91.49290228336523,92.27126941378692,0.02699657006108696,0.018826731961758388,0.033105623324110524,0.044203848548455035,0.0007158732982519463,0.0359259850668292,5.452812737528016,6.94198443030939,5.696746878688813,AAA,AAA,AA,2.9860806952119865,2.609706786711433,Bear,2023-02-08
39,1,Medium,97.91386008887872,93.51508360232933,102.63072803184726,0.049701307305433345,0.03038602682886056,0.01611556382224025,0.01488898566245957,0.014519017330676561,-0.019469810613108502,3.153387677497183,4.7282780232087465,5.9217429265625015,AA,BBB,AAA,2.071425079969109,2.6258198205333603,Bull,2023-02-09
40,1,Medium,107.47254258674442,90.2529820746984,102.14455418153511,0.014525041698306316,0.033194972172381286,0.02299947061929638,0.04041133954531344,0.032943674004479104,0.004879905799631337,5.934136403193188,5.920416674833404,5.634502478781473,BBB,AAA,AAA,2.0737335158430215,2.922480230689694,Bear,2023-02-10
41,1,Medium,100.83877545120566,93.38226015652758,96.45915084390508,0.03500106802047452,0.04979779159452857,0.04233822000721011,-0.004493168364238296,0.016383393344726733,0.025536772686500935,4.0354582325077715,5.908398120873125,6.823464444335636,AA,BBB,AAA,2.7472270950811346,2.320984767873883,Bear,2023-02-11
42,1,Low,100.34522906707461,106.62420024027787,93.79911348432184,0.02055822187812635,0.019501773711254246,0.019368807749554746,-0.0062475033475354515,-0.0073027889839812,-0.002117273489254029,5.396445796579842,4.023853724624235,5.632601554280815,BBB,BBB,AAA,2.881921585389446,3.0347623491701494,Bear,2023-02-12
43,1,Medium,104.95370174541912,106.03941777404238,104.66600921188684,0.02545501483846097,0.021585096283820306,0.012453056978434521,-0.0036562237140665733,0.0431796687428026,-0.01027114563865015,4.765224753333978,3.7060017803761247,5.894447343002384,A,AAA,AA,3.357834857677875,2.3155323418279408,Bear,2023-02-13
44,1,High,91.53011821166243,102.67261418378304,108.26600311434359,0.025419340102431513,0.04654004127150062,0.03952065297899803,0.03856879251938089,0.019753175454539706,-0.018735788065849395,3.5157965316560187,3.4620155393638656,5.7699081368627585,AA,AAA,A,2.2489550250602095,2.581703699457094,Bull,2023-02-14
45,1,High,105.06339049181081,94.4144512006992,91.6204779555257,0.02262080383975655,0.0461099292226405,0.020056409528935476,-0.013030820327728319,-0.013976263522690859,-0.015731928544593484,3.745888353879041,4.665382185428083,5.515507031094998,BBB,A,BBB,3.468470194177776,2.407241992966126,Bull,2023-02-15
46,1,Low,106.8369556934006,90.77599835105666,101.77948666730582,0.040628618328017396,0.037274577051672454,0.01543145672673328,0.02031892336216318,-0.005604852869626007,0.039056806556851356,6.03011497899479,6.406041174123194,6.268374447235049,AA,BBB,BBB,3.8497882829561956,3.051005417928949,Bull,2023-02-16
47,1,High,109.30617435772538,92.96749086897317,109.68267033271313,0.028072297193030345,0.014075649856429307,0.018486016012105817,0.014009798376784465,0.023872185532133997,0.043627481878734914,3.149324047662545,3.063791832285619,3.6231991489916475,A,AAA,A,3.3987794053071516,2.834702987116341,Bear,2023-02-17
48,1,Low,95.4429357815105,107.37778476352645,108.09400560539088,0.01073894706349746,0.04481466700500968,0.029888323538472733,0.036617883909629195,0.014086565946030336,0.030511009674547954,4.044447113752243,4.228643920970108,4.57102463912325,A,AA,AAA,3.2813466139975747,2.466136865030415,Bear,2023-02-18
49,1,Low,108.85696423504723,92.04856231698108,103.61038158771971,0.04557417850160163,0.02464224159238718,0.03109359302470973,0.008470767071720474,0.006667273986386106,0.034607143726919004,3.7199286423380844,5.925710751385932,4.652014215958667,A,AAA,A,3.859639395723377,2.0981864534086174,Bear,2023-02-19
50,2,High,91.86732752701914,91.37530380661636,97.50288520494082,0.015332612992185152,0.04124193740108256,0.04542487066431814,-0.0023901848117143486,0.02791476234329641,-0.006567445909424437,3.198523899634255,3.5450413446771964,3.782235015088281,AA,AAA,A,3.665787933296796,2.0342694799206686,Bull,2023-01-01
51,2,Medium,98.69260478791213,95.96098595470562,107.36639809115051,0.027973255261042364,0.013689462112301647,0.038013345238381215,-0.01919814238290407,-0.00045195416764899285,0.013032028881902896,3.385229037239635,6.77666383199959,4.826338073264993,A,BBB,A,2.333314800008958,2.0338192342607866,Bear,2023-01-02
52,2,Medium,98.13700152268673,90.62267182350608,108.48941984730243,0.02620169356461604,0.047594115355652264,0.02867015046255183,-0.01004023391174143,-0.004695665130856388,0.03769674840911645,6.448982044183696,3.132671878978313,5.953403842171887,AA,AA,A,2.127537565290702,3.0033030648086236,Bear,2023-01-03
53,2,High,96.8256844361296,98.05292433937495,103.57009599656934,0.04786660024237191,0.010319542758709459,0.03823358287385197,-0.007932043505718148,0.017904224521596745,0.02541547726594599,4.942444696568546,6.471534177809945,3.1521182689095224,A,AA,BBB,3.964818925483444,1.834359022008402,Bear,2023-01-04
54,2,Medium,105.3414753776833,100.13010799558234,106.002555678015,0.011082216669226218,0.04728174833622355,0.026075794226824392,-0.015315415157163711,0.038139326799594586,0.005052480978417064,4.201797707972988,6.26719758296322,5.084768454169405,BBB,AA,AA,2.394436560969901,2.5479137696312013,Bear,2023-01-05
55,2,Medium,108.2597237348632,90.24412828061342,100.84734407516962,0.027293020562083103,0.04251442097550435,0.01094960850375986,0.04006545334463045,0.037748781886978514,0.0069951489074787584,3.0999811647353597,5.0695688981427605,6.48978264250343,A,BBB,AAA,2.5448806134101662,2.1982263004071836,Bear,2023-01-06
56,2,Low,106.4093936038306,91.30546593057835,104.00918050415227,0.038992243893769866,0.02878980540324707,0.01749188374949269,0.01219730476381017,-0.0188789797793253,-0.017437432554123222,6.993990362917824,6.013746511580088,6.461613850168241,AAA,AA,AA,3.0419080154322518,2.084395996905238,Bull,2023-01-07
57,2,Low,100.79135778620324,90.18193760520566,93.06503736709625,0.023795408614654616,0.012616010010560222,0.03501933081699865,-0.01028560874937503,0.025628801327625576,0.010794327827588514,6.535149947331492,4.566843358906551,3.660825108862213,AA,AA,AA,3.45254640569335,2.4702126439299645,Bull,2023-01-08
58,2,Low,98.32514298064562,106.28928794530003,108.94836863304005,0.04332649139248259,0.03163470029903272,0.04567352138366675,0.018806892695424227,0.04064820464857835,-0.0015660953450193499,4.3695365348878585,3.165168455343189,6.370828978942043,A,AA,AA,2.9952975608777033,3.0953954742520793,Bear,2023-01-09
59,2,Low,108.94899867918015,91.7869708002938,98.64379527358082,0.032882342382750215,0.04640317584676903,0.030391641590767925,0.0377671403812134,-0.016207700556449996,-0.0049896542574987685,3.755181855930492,5.616929152559839,4.267787692225643,AAA,AAA,AA,3.4797486371888606,2.607758162903008,Bull,2023-01-10
60,2,High,108.81263440688721,95.90158120312897,97.76973079606307,0.027632485541823675,0.049407294074335174,0.03261491658829639,0.0026435420051958633,0.023827314177016234,0.018122328344882196,3.9914792313625536,5.340591618144909,6.47842270352298,A,AA,AA,2.73706887423016,3.415562426168027,Bear,2023-01-11
61,2,Low,93.53390931616437,104.81989532706308,101.80707148922802,0.02417302856666674,0.015643674439809893,0.043137098134687385,0.004880233583825885,0.006240287322729559,0.011179728247401172,6.457554409712196,5.995892532573026,6.887255913639324,AAA,AA,A,3.19006847088614,2.6541482698904524,Bear,2023-01-12
62,2,Medium,101.3913021023634,105.51839807895028,104.24314090461432,0.044572364452161756,0.0246230163003465,0.03659830934815953,0.03277296695594463,0.03699500849233964,0.04903106303555453,5.333141142589971,5.298222552387712,6.279314231645568,BBB,BBB,BBB,3.7010880956043977,3.103859880093279,Bear,2023-01-13
63,2,High,104.46534185131277,101.23714018686584,106.80921142722568,0.04119050301044381,0.04742353788615739,0.044541757024289835,0.0367555684720549,0.016886063623322647,0.028950873214577417,6.041753664085471,5.660836661296017,3.0130209347447465,BBB,BBB,A,2.421421589168908,2.0000703356775844,Bear,2023-01-14
64,2,Low,107.998890447676,92.66744886822937,96.19298704934613,0.01889568126750033,0.012372430826682023,0.034855516857515596,0.017069845880312854,-0.007133179962589062,-0.011815437691814543,4.338751526911569,4.435821898590781,3.1129735551902487,AAA,AA,AA,3.728000146769136,3.198249792751956,Bear,2023-01-15
65,2,High,95.0918531423616,93.58357868675817,99.37536450073962,0.022728348774694568,0.011399145792661877,0.021679183018432188,0.03203871022948811,0.0021588920959584243,-0.00424599234766624,6.4065810588624315,5.807285216549058,4.973495767202786,A,AAA,A,3.36153784113426,2.473959797137031,Bull,2023-01-16
66,2,High,105.02718828118917,95.9137097400393,108.89695851309817,0.03752260514864083,0.016575329885707417,0.027926738801004096,0.024101319327948196,0.008008323016981792,-0.016613392143439563,4.882464104729095,4.635201423148914,3.479360283491933,A,BBB,AAA,2.1004014317372044,1.9937570834235712,Bear,2023-01-17
67,2,Low,105.08155569387722,104.8374316138988,96.57821000698215,0.013332425211377629,0.03139103699483874,0.029547264851136276,0.02228199609786127,0.010773923359657336,-0.005742021725470968,3.648595541571968,4.40892084840433,3.1555763241777943,AA,AAA,BBB,2.377110342862531,2.1504824011376042,Bull,2023-01-18
68,2,High,105.2627797178438,97.96811235565355,109.84322502573315,0.03908173718045794,0.014870476954139442,0.035546602178583596,0.017308075179975606,0.01282212544064677,0.005667071695083577,4.714663053600052,6.258193721786013,3.2619464326516794,BBB,AA,AAA,2.1696294571413857,3.4394403942276157,Bull,2023-01-19
69,2,Low,102.27187157362677,106.58052989728722,92.43013486699381,0.012585258405381944,0.04348845757831963,0.017561499974955163,0.0016760800937843934,-0.0020663893958554162,-0.012196581178612201,5.196237842825977,6.090477551527103,6.696069753404856,BBB,AAA,AAA,2.6216514160208435,1.6894728784441493,Bull,2023-01-20
70,2,High,108.37147710617526,94.58319845020382,91.39076446546142,0.03793943763277781,0.011270790548439545,0.026508317396157277,0.03795866569954971,0.0018213607010590105,0.017735773772972526,4.687659088039627,6.415101330962227,5.89903796648525,AAA,BBB,A,3.277657300762347,2.56918286418495,Bear,2023-01-21
71,2,High,102.70525157634154,100.95798128757887,93.4228083949523,0.023555613202967493,0.027385605948132448,0.042873877548860434,0.039112411684390086,0.03445196059155242,-0.002623256476739947,5.914877640483897,3.478695324182449,4.7189326509910465,A,BBB,AA,3.1925890147416,2.2540866483363233,Bull,2023-01-22
72,2,High,105.08844785571739,90.76544703447162,103.84178054754702,0.04282527731560986,0.049777747137222425,0.04384552473613242,-0.016435763068011536,0.03242057655064734,0.007224614871971791,4.658106184981189,4.347783566870346,4.934823018984808,BBB,AAA,BBB,2.900160892515967,2.0214169153620745,Bear,2023-01-23
73,2,High,96.510527565544,100.5857750007932,109.94914192334792,0.014366942325287702,0.010891509728097942,0.020569492467056354,-0.006148304400055907,0.04742393349624839,0.03695339690883227,4.900161728269213,3.7131956661259298,6.02656343569118,AAA,AAA,BBB,3.320618261924211,3.0386725818128295,Bull,2023-01-24
74,2,Low,107.41366629040263,99.11780649183304,94.53121372812689,0.02043773087663812,0.03857824115071592,0.019769457142391554,0.03826398457074247,0.012461255414500955,0.01575029733558964,4.482035573542147,4.466737057841797,5.779890285316323,BBB,AAA,BBB,2.55417676788597,1.9251304794687183,Bull,2023-01-25
75,2,Low,99.42600055562414,109.57120058622623,102.91248622540851,0.03893797876301965,0.026317273309876883,0.041261825570524525,-0.01458679535980634,0.016063876310381028,0.028202513734058233,4.7035509603628505,5.823999994379337,4.974512269457424,AA,AA,AAA,3.455636917512845,3.4677445150609736,Bear,2023-01-26
76,2,Medium,102.09437677269622,90.50815727600705,97.79790910318557,0.03881146494279202,0.013290381962775521,0.04706667461102906,0.02317888288061425,0.02226374328946824,0.004514897037871113,6.596186224254861,4.999829644979858,4.222063919775943,BBB,BBB,AAA,3.4210866209319004,2.5468173560106733,Bear,2023-01-27
77,2,High,109.84268285613591,97.56486574716746,93.13993409931963,0.017462358820755832,0.04258087052625895,0.0273714791342798,-0.00024512549284545077,0.0480869359131257,0.0045325147285543675,4.715436276070459,3.592079374278514,4.157815381921049,AAA,BBB,BBB,2.804449231620155,2.8584962013516844,Bull,2023-01-28
78,2,High,105.54868907058496,107.06927132518757,106.16013968206485,0.0410896211242513,0.03441972861000576,0.02841733413111415,0.005693240160544278,0.012595302631811498,-0.009105742776325238,5.5780202433517285,4.3669903219245985,3.355254347058423,A,AA,BBB,3.3668560245822112,2.12267268906424,Bull,2023-01-29
79,2,Low,98.43281398048444,104.72150785685648,101.62135913934776,0.012280798865751535,0.02719289476229536,0.01645593235272276,-0.0070940190526278,0.04464503130700516,0.013015858419994943,4.935430638422639,6.374550869720653,3.3933875628607693,AA,AAA,BBB,2.3631031208827427,2.1056406194484296,Bear,2023-01-30
80,2,Low,97.86482937461946,103.43040716220287,92.6037196492004,0.0478197292330511,0.018431299284098004,0.046047060755026195,-0.0033600164373122007,0.02793364949349521,-0.009913009684058793,5.78965461965456,5.34168460176323,6.865076207427731,AAA,AA,AA,3.963263110768435,1.8922183715704055,Bear,2023-01-31
81,2,Medium,91.62198360508542,94.08805036342281,91.13826906019763,0.04446932811664337,0.03616509454772258,0.032886523908681235,-0.0022703031393351523,0.039878006299393295,0.04676478020343358,6.127089064236518,3.199659294736889,4.253501667263667,AA,AAA,BBB,2.127753217886546,1.8926955439586644,Bull,2023-02-01
82,2,High,104.8421790762298,103.40505250113594,90.89939851171935,0.017257739839561345,0.036946498498878155,0.025383257594682136,-0.0031488043295195833,0.046449296832931905,0.012665851252494847,3.949172202391039,3.507634321644733,4.201820045036468,BBB,BBB,BBB,2.4125619260027693,3.208476153972666,Bear,2023-02-02
83,2,Low,91.038234399196,109.84932435137411,108.28642529358922,0.017243313592184714,0.032337382949266025,0.04894191788344116,0.031915381326769535,-0.005566006065595559,0.01039389106199878,5.827536114353358,3.3588750978877377,3.368041989915142,A,AAA,AAA,3.1227471143644188,2.3425751931489134,Bull,2023-02-03
84,2,Medium,91.61082987889007,98.46205082324752,98.50303180065376,0.01490944187135225,0.03505694247257204,0.028850248754985527,0.03530391487631766,0.04952727203368712,-0.0040507992377615855,3.9188189352492664,6.340656102692797,5.859948520649191,AAA,BBB,AA,3.193719916882639,2.304887550757471,Bear,2023-02-04
85,2,High,109.2132897334673,94.77158062266899,99.33687910110955,0.02558568523839905,0.016347960864698266,0.02884872679685923,0.04615615592724216,0.03135662410786487,0.038320223657728955,4.526132062865791,3.467573373891804,3.184347433978601,A,A,AA,3.3517058156231254,3.2854211723942885,Bull,2023-02-05
86,2,Low,99.9141253764499,101.65678368551738,98.16695678990068,0.04714469469465644,0.03060793545279762,0.04365258178877861,0.00619276589264146,0.011881895691655184,-0.014924943453805913,6.487568266197046,5.11031219860741,4.785270596797176,A,A,AA,2.9613459703002105,2.955446303883288,Bear,2023-02-06
87,2,Medium,98.48905416880329,99.68291855390657,101.24023459513458,0.01108009635283195,0.04689363893944409,0.04488440982558403,0.03647397460441397,0.043329665934207756,0.023722824809848112,6.75737111008542,4.220892871820214,6.818799596132985,BBB,BBB,BBB,3.3767563955774405,2.0733937511225005,Bull,2023-02-07
88,2,Low,90.56130608698753,102.336141677809,94.57441094821142,0.022577531508228783,0.03912150945921046,0.04626984889746163,0.009396872945964294,-0.01896587329734094,0.017744505250883152,3.1942146220880554,5.11956169592873,3.265189438859532,AAA,A,AAA,2.7920099318881695,2.6395635598569687,Bull,2023-02-08
89,2,Medium,107.58236527851932,106.24092158742772,108.82594220836747,0.04075615962933434,0.020628189578132942,0.012512966602493854,0.000955721159763126,-0.003523832306065903,0.042140478874599235,3.7326009209905515,5.433716929286841,5.844535972018154,AAA,BBB,AA,3.761851577545584,1.607286442062412,Bear,2023-02-09
90,2,Medium,107.39131083082435,91.03601940006708,103.1162478652302,0.010377331101708439,0.021962211373494467,0.04409120465203947,0.024208325089927044,-0.014701420603396659,0.00216614097920061,4.659114384192598,3.1399372822500635,5.976149770443189,BBB,BBB,A,3.0672112354916257,2.451127166424784,Bear,2023-02-10
