Day,Bond A Price,Bond B Price,Bond C Price,Interest Rate,Inflation Rate,GDP Growth,Risk Tolerance,Investment Horizon,Client Goal,Predicted Return A,Predicted Return B,Predicted Return C,Volatility A,Volatility B,Volatility C
21,100.94810710849106,97.2104737455187,100.73989671567657,1.9413523558543693,1.557116895468494,2.362559940220634,High,Long,Preservation,-0.0020648938685936652,-0.000177114066459609,-0.0013707933454407133,0.012170955033361214,0.004827433381688548,0.013963223185070038
22,102.39131790031264,97.5790145598424,97.59342338128347,1.5,1.727339310517267,2.7530539610171783,Low,Short,Growth,0.002285285919715693,0.0027382036595332655,0.0006118126517658039,0.010488949684303658,0.009705655637720054,0.020699199218991538
23,104.31375333140466,97.67656077061028,97.06177850491508,1.6272748494627467,1.579735563956579,2.6110694073248886,High,Long,Income,0.0009926171526282754,0.0013200775224282216,0.001914599858525229,0.009038606304645919,0.007748286557428024,0.010247670852012085
24,103.59805397010031,97.46774767367242,97.81390429048855,1.9252613279158561,1.0885647087773513,2.7301812419076605,Medium,Long,Income,0.0019121279191843803,-0.0020411524379932507,-0.0009986680584806876,0.007926432534567976,0.006167033732928832,0.019097249053690417
25,102.29903230998856,98.26002077362499,97.66134505438731,1.8936600470138139,1.3387104382520671,2.7369601673690864,Medium,Medium,Growth,0.00046194752237003036,-0.0008370127811665267,0.002889175745553289,0.005234278907506969,0.008257395661933746,0.012767512147251057
26,101.71590512988163,97.64129235732291,101.16036707439295,2.2161647340447312,1.669460305159919,2.4224743087820104,Low,Long,Preservation,0.00020230152751708497,-0.0012955662434519948,-0.0023703289820700474,0.010524000904595961,0.007111098407567757,0.016581657922402022
27,101.97781783747432,98.06477200071465,100.21718547185831,1.7208973437716415,1.5035897434087195,2.4561180887942693,Medium,Long,Income,0.0009233702566302385,-0.00415301061624621,0.002313356497587843,0.011982968977131931,0.004833786805505407,0.01984629978819418
28,100.76463831521751,97.4032466356719,101.94880309230827,1.909026267397494,1.1211028796958733,3.0,Low,Short,Income,-0.001218753063010313,0.0018178617192419271,6.004118687768405e-05,0.013123677157461083,0.004852639493188761,0.011915384728482963
29,100.82000852678222,97.95711456965708,101.28124876202097,1.7423199598638117,1.5105286820059771,2.2559817262889275,High,Short,Income,0.0009750935335925363,0.001239847879869517,0.0035173411072450833,0.0049588189091172,0.00946753252175556,0.007631925203991101
30,100.59695641413185,97.50204515218905,99.26833108030775,1.7416084642054537,1.5445560452730787,2.4980496679749105,High,Long,Income,0.0024848045485603943,0.000991688920744852,0.0008754708180770352,0.011512521379343596,0.008352022279667987,0.015508797399544262
31,100.10326689236243,96.89798660396552,97.69092153123222,1.7503423079005074,1.6745599558058704,2.118382546133602,High,Long,Income,-0.00017147484709024215,-0.0018028262727612303,0.002827452501637801,0.004722487305492073,0.006585685523962305,0.014505634253703279
32,100.43145905730677,96.56746212899174,95.61433424182758,2.242329935120593,1.4142840349400245,2.5224672491451536,Low,Short,Preservation,-0.0003558150509561657,-0.0029216179727069268,-0.003166847428191825,0.010907106844076987,0.009312653074219078,0.022154361709585086
33,99.36559010124225,94.64634934993155,97.44992678576783,2.1100440765619477,1.771166281750714,2.326255138242761,Medium,Short,Growth,-0.0003180611891509472,0.0007333641316558708,-0.0006847398322550516,0.012058659529961149,0.0073218820657251615,0.00946995864843548
34,99.41716777835525,93.74951203167217,97.12376594958441,1.77299743131492,1.3837075713119231,2.1379063298153236,High,Long,Growth,0.0010626243965703277,-0.0026717549727016147,0.0007161333187515034,0.0098440499822854,0.008147854967995293,0.015110357947512582
35,101.59656006885822,93.11849345856798,95.25958580093466,2.63206483225564,1.6154441546511513,2.0,High,Medium,Preservation,0.0015688529505115277,-0.001040858480651716,-8.225990659815592e-05,0.01103054261963854,0.006745489169862298,0.01167232113088101
36,100.48721390082143,92.27621301002688,97.70939397343447,2.090956627050138,1.7821143951723273,2.9862142363429345,High,Medium,Income,-0.0003512770944995668,-0.0016433029427895755,0.00021081872258683757,0.01139807001449501,0.010165529456570697,0.011516439502669028
37,100.83038063068769,91.72729921934638,98.17440549665346,1.740174704122458,1.50454989150025,2.49591602761521,Low,Short,Growth,0.0014377362098149061,0.003881999429873046,-0.0030401271475320314,0.011049557933539539,0.007934568392668867,0.014293190647959069
38,101.81098293052341,92.61134881575298,99.5668118904728,2.0540331390371978,1.4639583824614284,2.515928693503388,Medium,Medium,Income,-0.0011995982135794634,0.0011576985084846897,0.0012666569866935347,0.010963244869172611,0.005498786642346449,0.010001502533873457
39,103.00591040112627,91.83938664204739,100.55213278755832,1.898063475523939,1.4760989319748068,2.739682389077167,High,Short,Preservation,0.001275289115495863,-0.0014083306778787234,0.0024003796893243513,0.013087247588789054,0.00894949672520047,0.017361776608090036
40,102.02358712154331,91.61681350784072,101.4855303735297,2.020263584637742,1.4143190891879223,2.5488034770664374,Medium,Short,Preservation,0.0033148619923965236,-0.003739806138243003,0.003910745062326725,0.013900725222139743,0.009754174541389847,0.014907887972224783
41,100.91444844815702,92.92310726961087,99.71009501905021,2.0238824553903316,1.2444569167861408,2.271666374742217,High,Long,Income,0.0025900118997395126,0.0006817549652757862,0.00024745924972420345,0.013061998647921466,0.007545327479393662,0.02209437946226553
42,101.16982564244364,91.72923173795425,97.72331318732196,1.7478046781080392,1.5436168935610235,2.433217254846938,Medium,Long,Income,0.0008799371936197666,-0.0004913943723473613,8.784804652311258e-05,0.010645642709808412,0.007350815159664963,0.009954014592075313
43,101.53263863878495,92.80009497671556,97.27144604618141,1.9269609652980941,1.221908037396692,2.225640144867613,Low,Short,Income,-0.0017019195739307194,0.0016032683980176877,0.0011954422664436609,0.011273983825962303,0.011262894157718459,0.013896581274018226
44,102.80879173403646,93.00125228688027,98.2833116227846,2.0303918466566286,1.5194008787542104,2.2216951399701133,Medium,Short,Preservation,0.0008384137908958717,0.0011288514804837395,-0.002471725626528804,0.009799514089245353,0.008671167172913666,0.012188372414299419
45,102.75229623149282,94.42777211801074,97.75551964129733,1.9976805662899713,1.6645790289026123,2.2100779870655347,Low,Long,Preservation,0.0019709270344526056,0.0001716356864323504,-0.0011021076338322967,0.012455071689473737,0.004368168518069306,0.012280610443334313
46,101.37940733454748,94.96846381795847,96.99122734309142,1.7812362778566606,1.4225686124886936,2.0735139335802124,Low,Medium,Income,-0.0007888141571545488,0.00203919908981292,0.0008170520071110787,0.006243252085280608,0.007530981231865285,0.021646325016376314
47,101.15423888716016,95.5225123910684,98.26998445781898,1.885749571068545,1.767516332379048,2.2663994153235523,High,Long,Preservation,-0.0012127382021222834,4.2925099888575465e-06,-0.00013094986314252598,0.006529906590500215,0.008848197718800984,0.01150486250266401
48,101.29296494521682,95.76321592018124,99.14288285976396,1.9407246954398747,1.9000784966684972,2.290295861778086,High,Medium,Growth,-0.00042898883460969705,0.0004397657316002429,0.0006980938188853513,0.009587628428514013,0.005050963480084254,0.02083415008337009
49,100.66056660570047,96.71846720748951,99.34016420753868,1.655749977857986,1.785929531657616,2.46205441691065,High,Medium,Income,-0.0006737823131348318,-0.0033942174935658307,0.0013157400252342417,0.014374044878025675,0.005862384906470425,0.005587349263616596
50,100.59795272419362,96.44076135732323,99.29364593110189,2.0291765794736865,1.5270035454566084,2.915245787024915,Medium,Long,Growth,-0.000585532216683015,7.576430093542659e-05,0.002558041661344846,0.012781910337711418,0.009767701002430858,0.013605584670026233
51,101.10716743231283,95.50885959098272,98.99726673689635,2.042151576554003,1.6623210805203232,2.4614731907556657,High,Long,Growth,0.0039090700816734655,0.0022472550234874855,0.0004930894174786793,0.005933627830861972,0.008309964313783624,0.01746012024715031
52,101.48965114974214,94.93947116795847,97.14503464097717,2.011291140990493,1.5746106127915265,2.5583462601922724,Low,Short,Growth,0.0022105635912842694,-0.005475870651861999,0.002047306954162822,0.007801943271217547,0.007410593572029879,0.01862741877045788
53,101.66130496034567,94.85301113010523,97.03761537685081,2.443911005452764,1.5413382731919747,3.0,Medium,Short,Preservation,0.001954677147683408,1.857910700438307e-05,5.8713530703141865e-05,0.011064636892082194,0.01043444933868612,0.012118663349163237
54,99.66020518753213,95.49080072076961,97.50631551198641,2.0360420688131557,1.5194283027751772,2.3948308094037687,High,Medium,Preservation,-0.0013460091270014094,-0.003911691501428691,-0.0034007947641833064,0.01214327939635485,0.01060349544056963,0.01563895572503301
55,98.53614615897023,93.4502788866282,96.97220115458451,1.9982111502880777,1.5678796729459445,2.6874827305692124,High,Short,Income,0.002516986069586312,0.0020547607008015332,-0.0018236867237266196,0.010237294172259694,0.008199419405656423,0.014451841690073474
56,98.62142037315007,92.69716012974611,95.78491826574368,2.2087131291305706,1.3728941187144978,2.0,Low,Long,Preservation,0.0036352640650948735,-0.00014521179699270915,0.000763508191145119,0.007578138838538856,0.005731514316557863,0.009468526511518556
57,97.26329291773426,92.09429520580322,96.42512511494625,2.1041925726625035,1.5985652482061719,2.777757932403616,Medium,Short,Growth,-0.0007477741915688082,-0.0037232303948729183,-0.00315804507796718,0.005308360943295057,0.010163899432550074,0.015262825434751744
58,97.45475166957901,93.49503342816148,95.15371767517618,2.154150167375526,1.2917033515527718,2.423518389466399,Low,Medium,Income,0.0010900392698751805,0.0002848478375994834,0.00589458808471071,0.008031884196749387,0.010917716195172908,0.01748612769978388
59,96.2459579630568,93.89519038921442,95.36090562823712,2.115453611078352,1.6628148080733964,2.864647428262376,Low,Long,Income,0.0009140308883334277,-0.001062597409276103,0.0003771680844417076,0.008867030922348933,0.009634188234456439,0.01462590209291735
60,96.27077061898721,92.61005706419182,92.66256714672805,1.7983411262854896,1.5387362248117644,2.580218311551414,High,Medium,Growth,-0.0013258039260879686,-0.0003926226944438265,0.0008248314232195038,0.00892846016925232,0.007339688515358534,0.01377337575118882
61,96.87957786035035,91.97384994913774,93.36720409514594,1.6857056097085015,1.2465622109064232,2.6031181249963025,Medium,Medium,Growth,0.0002872554511443548,0.0026569135582283927,-7.997259936983142e-05,0.013053699299548027,0.008834281807084558,0.021743234381254112
62,96.04843341101983,92.1454951485718,94.14095448934468,1.8733406993738995,1.4987787390907195,3.0,Low,Long,Preservation,0.00405187030258284,0.0006721780308299942,0.0014052419810652566,0.007076680101086507,0.003710771336319897,0.012298320621396653
63,97.46685468082936,92.61400911314091,93.99837183278414,2.0516791928150253,1.1779553915890801,2.9543364073992415,High,Medium,Preservation,-0.0013579165623010142,0.0010569946536002051,-0.0006176867607361477,0.012383078588370452,0.008062325555929893,0.01845814387512251
64,98.37086081549808,92.82282210273216,95.90186518142585,1.7321494122256524,1.1081970252948585,2.1809636483602572,Medium,Short,Growth,0.0012498555524692117,-0.00046217664502010933,0.001885431954176303,0.009626679342543184,0.01124719361664908,0.01614039387095937
65,97.90682434362692,93.09121888573685,97.6140541424541,2.1196056442250417,1.5203066676892742,2.0,High,Medium,Growth,0.00216693104106447,-0.002035060862323018,0.001210481760076263,0.009928429264916406,0.00696120848907499,0.01635205688632132
66,98.08027351912571,92.57258014230375,97.57546608400145,1.9928742088863907,1.4840057838957674,2.049707776267714,Medium,Long,Growth,0.0001905533826142179,-0.0016824189646263486,-0.0012335790110521998,0.010287410576667965,0.00787568332440697,0.01213439921736905
67,97.327916010884,94.64309244336275,97.84209134901397,1.835166488548138,1.6844066183317512,2.5469598880572377,Low,Long,Income,0.0023268530938823483,0.0007196256440900233,0.004940826976405259,0.011261558386080351,0.007481021923908321,0.01828023204280284
68,96.88116078042022,94.67327485365892,97.86416187201675,2.0924949977308844,1.4599779494689749,2.351933740185488,Medium,Medium,Income,5.3900158728281775e-05,0.00335280211316394,-0.001691122718946476,0.011556985428784677,0.011339744569653656,0.014976338301874647
69,96.51320557352604,95.11734265398425,100.1007532894479,1.876611620462746,1.668897436835838,2.416149385933975,Medium,Long,Growth,0.002037192307568053,0.0018201479068309385,-0.0004763626679118925,0.01010033006304518,0.00882324436167727,0.022791482395374263
70,95.94966672882344,94.09274805801913,100.15591691065852,2.158688342410653,1.5989300782845026,2.3792576693806677,Low,Short,Growth,-0.0010566337652042279,0.00120827678446775,0.003142421200740699,0.008495934915695837,0.008524246979022768,0.01022397056615625
71,96.09759599980806,95.5731813232424,100.32603526414188,1.9882125853544128,1.4952910055805728,2.4275438653206365,Medium,Medium,Preservation,-0.0030552530251280914,0.0036703214074546345,0.0022110247835970746,0.007902885035597317,0.008284182964279449,0.016450792780109736
72,95.70589847935933,94.73680896413424,102.99286441569961,1.9262054097074284,1.8568875890136503,2.348424573072313,High,Short,Preservation,0.0027341405615332617,0.002365042751357911,0.0015059559692662651,0.004965601395742838,0.006764142912682786,0.014336562849118595
73,94.11421844959656,94.91542337799622,101.44928695037041,2.3086740914033195,1.1707828428578444,2.4168223517494574,Low,Medium,Preservation,-0.0025542322830577596,0.0008560049690728121,0.0010238527448451736,0.00977337560234629,0.0077486884073466175,0.022318183608514813
74,95.32443472073875,93.77183506062727,103.09352166568434,2.043738370796644,1.505768555006802,2.4598066396301,Medium,Short,Income,0.003698969725874394,0.0028575113014266537,-0.0007059241494049574,0.011726866036816207,0.009397656545675693,0.011627645341220242
75,95.01541347500263,95.23563583185843,104.2946403407081,1.7662859279790548,1.506994857386386,2.477479471273784,High,Long,Preservation,0.00032764661735241904,0.002178488537376512,3.6940707593629695e-05,0.009932764238959668,0.009074776369602649,0.015505426079853913
76,95.0065057494002,95.08254562797347,101.32186465139561,1.8723893386586028,1.6023198196578963,2.938296068364296,High,Medium,Income,0.001451825697759031,-0.0014042256495313107,-0.0016374094934691321,0.012722304106716684,0.0074629925414809554,0.015033366176752383
77,96.63217449533764,93.18956537623525,100.82439267968199,2.0280688020107474,1.2562463891496027,2.5287173298216783,High,Medium,Income,0.0028587520438276754,-0.0009364752434818098,0.0010115468340708932,0.01430205866363795,0.0076416219568797355,0.020372542061786025
78,97.4425124961612,92.11668023999101,100.18710498126927,1.9112333732439106,1.3052204377436842,2.910352815028091,High,Long,Growth,-0.0017384137108196781,-0.00021563496665139985,0.0004820884530299148,0.008192390272337058,0.00798696179083733,0.013665700872060638
79,96.71735622051274,91.97523023679314,98.53321364345301,2.299362682200126,1.3566625422250331,2.382033180979946,High,Long,Growth,-0.001288846746506403,-0.0005557511385699946,0.0012667782330496595,0.006121164970648036,0.0074950465474583495,0.017305884473805704
80,97.55328142621201,93.12831579008378,97.0152218101885,2.08909998971629,1.6055114246758178,2.6973771967737363,Medium,Short,Income,0.0021786791186222954,-0.003348985177923486,-0.000684706924861284,0.005407468421218709,0.009830120447429477,0.016400606735586847
81,98.2382984048752,93.27237677330396,96.79595041569132,2.044163079786223,1.2544995916694863,2.304159702667474,High,Medium,Preservation,0.0019010803920956995,0.0018130501970555267,0.0005824159765393683,0.008842707032571843,0.009988007283503299,0.000228658455044781
82,97.14201132394588,92.69004928578309,95.19623560583813,1.8270343971659055,1.8317169283448254,2.574761488216612,Low,Long,Income,0.0024245019586703704,-0.0006171851872846825,0.0030750756712876717,0.008790730543157241,0.01094650995033505,0.019102322576029195
83,97.35597964512911,92.0928492256512,96.78528486519389,1.9895805461340765,1.4842711175578398,2.582043610704479,Medium,Short,Income,0.0012899937284269955,0.0010268995675266847,-0.001382767679156726,0.011671794038222825,0.006389569011858536,0.01908452372782718
84,98.2798819823838,90.00608777064838,96.98814601442746,2.3450533022414692,1.560909792523122,2.0,High,Short,Growth,0.000860405055167747,-0.0022141058910262923,0.002429061167113871,0.00682095016098143,0.007995165828570268,0.013309894955606286
85,96.78377339997164,91.27300363311753,96.85133200219087,1.6874297086124677,1.3163076882586073,2.490994424005906,Low,Long,Growth,0.0032932750017624058,-0.0013419710204788987,0.0026881450868492347,0.009263855040425348,0.007278017390672661,0.013002618213849891
86,94.22660862217538,90.74952822535339,96.59071841035096,1.6672874908819066,1.6110508040548521,2.8579157948188763,Low,Medium,Preservation,0.003373700411206379,0.001060551820136166,0.0014396620169005003,0.0046930308005888296,0.010999288580173445,0.019291262776359785
87,92.77700732907657,90.75969654589174,98.01001494130477,2.0726237368952787,1.2485523701831147,2.0925497737921734,High,Short,Growth,-0.0021334286464893214,-0.002058273897755487,0.000407569605373726,0.006527484250969275,0.00737980470924472,0.01115288077140179
88,91.46750344500968,91.25161327522875,97.76483506769219,2.257883803391609,1.5276158576645207,2.1932749150187316,Low,Long,Preservation,-0.0015007453471998526,0.002691638230552486,-0.00042945648989132763,0.017101518944812717,0.007825600716443133,0.005809439954413766
89,91.97396317031776,91.36580651136829,96.9615535333776,1.8275459018948494,1.4564034703266453,3.0,Low,Medium,Preservation,-0.0008834997259775758,0.003767493558649084,-0.0009693099298382586,0.0034661065131033455,0.009422704151377371,0.010332737415696859
90,93.25987907274697,91.75609874891832,96.00928660110885,1.833965713841968,1.6422134423165526,2.626230534432877,High,Medium,Income,0.0035825673259096565,-0.0038516482074053464,-0.0006169859842005814,0.008812162136368472,0.007128629310479952,0.01891295194127974
91,94.72019962700234,91.95746813013982,95.73986426357128,2.0787987279171887,1.3554528228909317,2.054877270339911,Medium,Medium,Preservation,0.0011775967342374828,0.004748188066467555,0.0011008512934258512,0.005372640842176565,0.010839125244951115,0.015253976895406482
92,94.38276783624235,91.41224580724715,94.80987324369809,2.0478692707560273,1.2667368936201333,2.0,High,Long,Preservation,-0.0012219284855504726,0.002437931875699247,0.0014912255724588881,0.01042533520384406,0.010025414111853434,0.019431127738589543
93,94.45788693680352,92.37025913032672,96.03221678116748,2.06181952025915,1.5335744135806981,2.4403020361185486,Medium,Medium,Growth,0.0016091103694374311,0.00035626772484555577,0.0010963946423152718,0.013007529796808635,0.007504183215718667,0.018621480829652617
94,94.39337916442875,92.0485192428284,96.31379635395295,1.9759706983773913,1.19612817041084,2.7786366588343054,Low,Short,Income,0.0013724929917116524,0.0010480215480373957,0.002466190445499626,0.00497677115873995,0.007473302531537445,0.014178180351867357
95,93.20697953947102,91.15043645591862,94.38236421776566,2.20067506584167,1.4205110740083435,2.5916686364356614,High,Short,Income,0.0019617151017432537,0.0017600860133213582,-0.0007047972755204413,0.004011586344425952,0.010132495385776614,0.02029709237622178
96,93.30291554441435,91.15378306568962,94.38625058376311,2.0764735606821167,1.0566770212032575,2.614174264600299,Medium,Long,Preservation,0.0029664356809381964,-0.0020581275102301514,0.0002408638123833237,0.00408961251311715,0.008503081096431156,0.007050522195525091
97,93.06418853284683,91.0971324983404,94.68666658971757,1.7129644613704151,1.4344790840302262,2.7671961486867334,Low,Medium,Preservation,0.0006212504565192094,0.0031051916399594333,-0.0005949659955581211,0.011708951990593318,0.008307101148155497,0.01685295294103027
98,94.82457826550414,90.10715916342868,94.85972066685135,2.0814420681541397,1.6683583268560294,2.4245701140123614,Low,Long,Preservation,0.0006154871269349545,-0.002235087168256462,0.0003960204721315996,0.009179857389109333,0.008466153097222612,0.012456076261702488
99,96.05653138173213,89.87249439443148,93.2054356373982,1.7809263212958415,1.5448864932205333,2.4679797526461735,Low,Long,Preservation,0.00336462832949497,0.0020611794102762798,0.0002476260697056082,0.009926632433465582,0.007283658353977527,0.01581442535812827
100,96.21829620078384,90.4911786705198,93.81683878427778,2.0683575514183423,1.5967200759114692,2.102061673176771,Low,Short,Growth,-0.0010133179736904812,0.0008194137645946228,-0.0019661827309593012,0.009465963116742738,0.010949414818302918,0.019910284645841287
101,94.25422878578915,90.64394531083542,94.89473925800374,1.7484673543629343,1.838152897295944,2.422624249449356,High,Long,Preservation,-0.001929356953033948,0.0002626124522151911,0.0006256848483203992,0.0061131129566929085,0.009342646497941426,0.015247701455966047
102,94.9807655546622,90.02604482521456,96.47145464191769,2.0657538010338508,1.522132157051864,2.513511150355798,Low,Short,Income,-0.0006900895958218442,-0.00011343731107574359,-8.390695346571265e-05,0.009858449923703787,0.009904418906877705,0.021699951502263323
103,94.69915071886476,90.26520564104594,99.25648630887879,1.976846425715597,1.4272709458582322,2.508662210423559,High,Short,Preservation,0.0011406687294610316,-0.0011432310104364136,-0.00142074442397871,0.009379866026106434,0.007958787632315075,0.023534029065143985
104,95.75768275010607,91.80173378455522,98.47545920945605,2.2197905181472573,1.224344286587814,2.83762037547699,Medium,Short,Preservation,-0.0002510689357420157,-0.00290490625333568,0.0003396121308369138,0.005473898446290476,0.004749535292720959,0.01689927678983846
105,96.2242128715419,90.93541322312285,99.23983384397127,1.6484574574041198,1.518824698465899,2.566953878652666,Low,Short,Growth,-0.0002952401662123976,0.00337982773278149,-0.0018625846254698881,0.012602183397250893,0.004683606753912323,0.013897664143757739
106,97.1826672566303,92.24722336411449,98.31931002145716,2.1770241906521446,1.43851371180816,2.393377106096721,High,Long,Growth,0.0033287861619262435,2.265609133581041e-05,0.001691245725351852,0.00672054002071588,0.011594331317592993,0.0148684345447772
107,96.787809383283,93.58148027563904,97.22114585836204,1.9873701877258865,1.5170191923874228,2.5651691334847975,Medium,Medium,Growth,0.0003470638987596334,0.0004545569222483355,0.0017323021147042906,0.008261807093562099,0.009981618534416438,0.010848372853112149
108,94.39002017160941,93.77219241180686,98.44774657731108,2.3375767991517873,1.4872966747081544,2.8035491984550167,Low,Short,Growth,0.0030502235662052783,0.0002640826574853915,-0.0017146552625909267,0.007442563223697396,0.005386271356079766,0.022900916207883794
109,95.6100416224022,94.13902545967166,98.36831860841443,1.9179445034186817,1.5262690807889252,2.816584436796045,Medium,Medium,Growth,0.002486948949119543,0.0002892060414441181,0.0014942320298349,0.010661667977263894,0.005804711415340675,0.01515107769387763
110,96.01928846347732,93.84378377841242,96.56027419108528,1.7916315542247903,1.4473693188531747,2.7366743664306608,Medium,Medium,Preservation,0.00126861335623332,0.00046316837784958264,0.0029124477476335274,0.011406615170914234,0.007839750113547444,0.01612208672677073
111,96.31759797918976,91.46657882445031,96.82567176586372,1.8869731921380792,1.2951323012735414,2.9942758720688865,Medium,Long,Preservation,-0.00034643226274626965,-0.0005615097322163663,0.003242406553449323,0.010815805482762886,0.006097049979953332,0.01145183724845384
112,97.3507968971507,92.44483307269559,98.00377927592601,2.1354455204531018,1.8659934258004565,2.99670539566931,Low,Short,Income,-0.002143001456273404,-0.0017677519088630496,-0.0001345690042176107,0.010713156871319142,0.005764466307883129,0.010373292149549424
113,98.04312971673932,92.29776531561517,97.57771201168151,1.7360883052053835,1.759525876160989,2.559330441803379,High,Medium,Income,0.0013327145997965742,4.469846846804265e-05,-0.003341723260580281,0.006948692050332203,0.006618605726921526,0.018580548582899
114,97.2085302021666,91.26838115328701,99.35612778054502,1.9409282447025755,1.6541682921572924,2.3559263400529695,High,Medium,Preservation,0.0024028821966368937,0.00032909950767240115,0.0034562179193417487,0.006704082857431331,0.006740716039628895,0.017494894022194937
